title,authors,genre,subjects,avg_rating,ratings_count,year,pages,isbn,source,content,publication_year,cluster
The Midnight Library,Matt Haig,Travel,"nyt:combined-print-and-e-book-fiction=2020-10-18; New York Times bestseller; New York Times reviewed; Fiction, science fiction, general; Fiction, fantasy, general; Future life",3.9726028,73.0,2020.0,304.0,1786892731,OpenLibraryAPI,the midnight library matt haig travel nyt combined print and e book fiction new york times bestseller new york times reviewed fiction science fiction general fiction fantasy general future life,,1
Pebble in the Sky,Isaac Asimov,Travel,Fiction in English; American Science fiction; Science fiction; Dystopias; Time travel; Fiction,4.1153846,26.0,1950.0,223.0,2290312975,OpenLibraryAPI,pebble in the sky isaac asimov travel fiction in english american science fiction science fiction dystopias time travel fiction,,1
Where the Mountain Meets the Moon,"Grace Lin, Janet Song",Travel,Massachusetts Book Award winner; Parents' Choice Award Winner; Mythopeic Fantasy Award for Children's Literature; Newbery Honor Book; nyt:paperback_books=2011-05-14; Juvenile Fiction,4.4666667,15.0,2009.0,282.0,1432875361,OpenLibraryAPI,where the mountain meets the moon grace lin janet song travel massachusetts book award winner parents choice award winner mythopeic fantasy award for children s literature newbery honor book nyt paperback books juvenile fiction,,7
My Family and other Animals,Gerald Malcolm Durrell,Travel,Natural history; Description and travel; Zoologists; Biography; Juvenile literature; Biography & Autobiography,4.6363635,11.0,1956.0,285.0,9780670499113,OpenLibraryAPI,my family and other animals gerald malcolm durrell travel natural history description and travel zoologists biography juvenile literature biography autobiography,,7
The End of Eternity,Isaac Asimov,Travel,"Time travel; Fiction; Fiction in English; Science fiction; Fiction, science fiction, general; Large type books",4.352941,17.0,1955.0,255.0,848896692X,OpenLibraryAPI,the end of eternity isaac asimov travel time travel fiction fiction in english science fiction fiction science fiction general large type books,,1
"Ci tengo alla pelliccia, io!",Elisabetta Dami,Travel,Humorous stories; Animals; Journalists; Adventure and adventurers; Fiction; Mice,4.7,10.0,2000.0,119.0,2226153187,OpenLibraryAPI,ci tengo alla pelliccia io elisabetta dami travel humorous stories animals journalists adventure and adventurers fiction mice,,7
Texas Insight Guide (Insight Guides),Unknown,Travel,Travel & holiday guides; North America; Texas; Travel,4.375,16.0,1999.0,383.0,9812340939,OpenLibraryAPI,texas insight guide insight guides unknown travel travel holiday guides north america texas travel,,7
Death on the Nile,Agatha Christie,Travel,Belgians; Fiction; Hercule Poirot (Fictitious character); Private investigators; English Detective and mystery stories; murder,4.2,25.0,1937.0,276.0,9782702478417,OpenLibraryAPI,death on the nile agatha christie travel belgians fiction hercule poirot fictitious character private investigators english detective and mystery stories murder,,7
The Legend of Sleepy Hollow,Washington Irving,Travel,"Fiction; Ghosts; History; Children's stories, American; Short stories; Christmas",4.125,24.0,1820.0,39.0,1494312689,OpenLibraryAPI,the legend of sleepy hollow washington irving travel fiction ghosts history children s stories american short stories christmas,,7
Test of the Twins,"Margaret Weis, Tracy Hickman",Travel,Fiction; Magic; Wizards; Gnomes; Twins; Time travel,4.3333335,15.0,1986.0,400.0,9780786918065,OpenLibraryAPI,test of the twins margaret weis tracy hickman travel fiction magic wizards gnomes twins time travel,,7
Black like me,John Howard Griffin,Travel,African Americans; Afro-American churches; Afro-Americans; Biography; History; Race relations,4.6363635,11.0,1960.0,189.0,9780451039088,OpenLibraryAPI,black like me john howard griffin travel african americans afro american churches afro americans biography history race relations,,7
Dirk Gentlys Holistic Detective Agency,Douglas Adams,Travel,Fantasy; Krimi; abiogenesis; laudanum; Kubla Khan; The Rime of the Ancient Mariner,4.0,38.0,1987.0,278.0,9788804740209,OpenLibraryAPI,dirk gentlys holistic detective agency douglas adams travel fantasy krimi abiogenesis laudanum kubla khan the rime of the ancient mariner,,7
Il segreto dei tre samurai,Elisabetta Dami,Travel,Juvenile fiction; Geronimo Stilton (Fictitious character); Mice; Fiction; Humorous stories; Animals,4.7777777,9.0,2010.0,111.0,8856611104,OpenLibraryAPI,il segreto dei tre samurai elisabetta dami travel juvenile fiction geronimo stilton fictitious character mice fiction humorous stories animals,,1
La Belle Sauvage,Philip Pullman,Travel,"Fantasy; Lyra Belacqua (Fictitious character); Fiction; Belacqua, lyra (fictitious character), fiction; Children's fiction; Adventure and adventurers, fiction",4.130435,23.0,2017.0,480.0,9788417092559,OpenLibraryAPI,la belle sauvage philip pullman travel fantasy lyra belacqua fictitious character fiction belacqua lyra fictitious character fiction children s fiction adventure and adventurers fiction,,1
An Echo in the Bone,Diana Gabaldon,Travel,Fiction; Jamie Fraser (Fictitious character); Scottish Americans; Claire Randall (Fictitious character); Time travel; History,4.4615383,13.0,2009.0,834.0,9780440245681,OpenLibraryAPI,an echo in the bone diana gabaldon travel fiction jamie fraser fictitious character scottish americans claire randall fictitious character time travel history,,7
The Last Battle,C. S. Lewis,Travel,"Juvenile Fiction; Science Fiction & Fantasy; Fiction; Fantasy; Children's fiction; Narnia (imaginary place), fiction",3.8630137,73.0,1956.0,192.0,9780261667976,OpenLibraryAPI,the last battle c s lewis travel juvenile fiction science fiction fantasy fiction fantasy children s fiction narnia imaginary place fiction,,1
This is How You Lose the Time War,"Amal El-Mohtar, Max Gladstone",Travel,"science fiction; time-traveling; epistolary; LGBT; English literature; Fiction, science fiction, general",4.1153846,26.0,2019.0,208.0,9788412104356,OpenLibraryAPI,this is how you lose the time war amal el mohtar max gladstone travel science fiction time traveling epistolary lgbt english literature fiction science fiction general,,1
The Silk Roads,Peter Frankopan,Travel,East and West; HISTORY / World; Trade routes; Acculturation; TRAVEL / Asia / China; Imperialism,4.428571,14.0,2015.0,128.0,9781526603012,OpenLibraryAPI,the silk roads peter frankopan travel east and west history world trade routes acculturation travel asia china imperialism,,7
Altered Carbon,Richard K. Morgan,Travel,"Science Fiction; Cyberpunk; Thriller; Life on other planets; Fiction; Fiction, science fiction, hard science fiction",3.85,60.0,2002.0,496.0,9780575085688,OpenLibraryAPI,altered carbon richard k morgan travel science fiction cyberpunk thriller life on other planets fiction fiction science fiction hard science fiction,,1
The Invisible Man,H. G. Wells,Travel,Ciencia-ficción; Classic Literature; Fiction; Mentally ill; Science Fiction & Fantasy; Science fiction,3.8018868,106.0,0.0,170.0,1400150663,OpenLibraryAPI,the invisible man h g wells travel ciencia ficci n classic literature fiction mentally ill science fiction fantasy science fiction,,1
The Spanish Love Deception,Elena Armas,Travel,Romance; Fake Dating; Enemies to Lovers; Spicy; Slow Burn; Contemporary,3.9322033,59.0,2021.0,480.0,9798705893843,OpenLibraryAPI,the spanish love deception elena armas travel romance fake dating enemies to lovers spicy slow burn contemporary,,7
If Tomorrow Comes,Sidney Sheldon,Travel,Sidney Sheldon; Adult; American; Fiction; Literature; Stories,4.2777777,18.0,1984.0,415.0,9780896216389,OpenLibraryAPI,if tomorrow comes sidney sheldon travel sidney sheldon adult american fiction literature stories,,7
The House with a Clock in Its Walls,John Bellairs,Travel,Magic; Fiction; Children's stories; Juvenile fiction; Magicians; Juvenile works,4.2352943,17.0,1973.0,179.0,9780091328009,OpenLibraryAPI,the house with a clock in its walls john bellairs travel magic fiction children s stories juvenile fiction magicians juvenile works,,1
"Paper Girls, Vol. 2","Brian K. Vaughan, Cliff Chiang",Travel,"Comic books, strips; Time travel; Papergirls; Identity (Philosophical concept); Fiction; Comics & graphic novels, science fiction",4.25,16.0,2016.0,128.0,0606395229,OpenLibraryAPI,paper girls vol brian k vaughan cliff chiang travel comic books strips time travel papergirls identity philosophical concept fiction comics graphic novels science fiction,,7
Boy,Roald Dahl,Travel,Social life and customs; English Authors; Youth; Nonfiction; Authors; Biography & Autobiography,4.0,38.0,1984.0,179.0,2070333930,OpenLibraryAPI,boy roald dahl travel social life and customs english authors youth nonfiction authors biography autobiography,,7
Joy of Cooking,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker, John Becker, Megan Scott",Cooking,Cookbook; American Cookery; Appetizers; Barbecue cookery; Breakfasts; Brunches,4.769231,13.0,1931.0,849.0,9780451080721,OpenLibraryAPI,joy of cooking irma s rombauer marion rombauer becker ethan becker john becker megan scott cooking cookbook american cookery appetizers barbecue cookery breakfasts brunches,,7
Stone soup,Marcia Brown,Cooking,Folklore; Soups; Spanish language; Picture books; Vocabulary; Readers,4.4666667,15.0,1947.0,48.0,0689711034,OpenLibraryAPI,stone soup marcia brown cooking folklore soups spanish language picture books vocabulary readers,,7
In Defense of Food,Michael Pollan,Cooking,Nutrition; nyt:paperback_nonfiction=2009-10-25; Food habits; New York Times bestseller; Food; Research,4.027027,37.0,2008.0,244.0,9781846140969,OpenLibraryAPI,in defense of food michael pollan cooking nutrition nyt paperback nonfiction food habits new york times bestseller food research,,7
Odd Thomas,Dean Koontz,Cooking,"Cooks; Mediums; Murderers; Fiction; Paranormal fiction; Fiction, horror",4.064516,31.0,2003.0,399.0,0553584499,OpenLibraryAPI,odd thomas dean koontz cooking cooks mediums murderers fiction paranormal fiction fiction horror,,1
"Salt, Fat, Acid, Heat",Samin Nosrat,Cooking,Cooking; regional & ethnic cooking; cooking methods; reference; nyt:advice-how-to-and-miscellaneous=2017-05-14; New York Times bestseller,4.3125,16.0,2017.0,475.0,9781476753850,OpenLibraryAPI,salt fat acid heat samin nosrat cooking cooking regional ethnic cooking cooking methods reference nyt advice how to and miscellaneous new york times bestseller,,7
Como agua para chocolate,Laura Esquivel,Cooking,virginity; magical realism; Self-growth; violence; passion; rebellion,4.08,25.0,1989.0,246.0,0553745069,OpenLibraryAPI,como agua para chocolate laura esquivel cooking virginity magical realism self growth violence passion rebellion,,7
The art of fermentation,"Sandor Ellix Katz, Alejandro Pareja Rodríguez",Cooking,COOKING / Methods / Canning & Preserving; Fermented foods; Fermentation; HEALTH & FITNESS / Nutrition; Nutrition; Canning & Preserving,4.5555553,9.0,2012.0,528.0,9781603583640,OpenLibraryAPI,the art of fermentation sandor ellix katz alejandro pareja rodr guez cooking cooking methods canning preserving fermented foods fermentation health fitness nutrition nutrition canning preserving,,7
A Gentle Awakening,Betty Neels,Cooking,"Fiction, Romance, Contemporary; Marriage of convenience, fiction; Women cooks, fiction; Pediatricians, fiction; Physicians, fiction",4.2,15.0,1988.0,220.0,141043401X,OpenLibraryAPI,a gentle awakening betty neels cooking fiction romance contemporary marriage of convenience fiction women cooks fiction pediatricians fiction physicians fiction,,1
How to Cook Everything,Mark Bittman,Cooking,Cookery; Cooking & Food; Nonfiction; Cooking; Cookbooks; Quick and easy cooking,4.1764708,17.0,1998.0,944.0,9780028610108,OpenLibraryAPI,how to cook everything mark bittman cooking cookery cooking food nonfiction cooking cookbooks quick and easy cooking,,7
The 4-Hour Workweek,Timothy Ferriss,Cooking,Business; Finance; New York Times bestseller; Nonfiction; Part-time self-employment; Quality of life,3.6923077,91.0,2006.0,341.0,0307465357,OpenLibraryAPI,the hour workweek timothy ferriss cooking business finance new york times bestseller nonfiction part time self employment quality of life,,7
A Wizard's Guide to Defensive Baking,T. Kingfisher,Cooking,Fantasy fiction; speculative fiction; bakery; wizards; magic; gingerbread,4.4444447,9.0,2020.0,336.0,9786075576848,OpenLibraryAPI,a wizard s guide to defensive baking t kingfisher cooking fantasy fiction speculative fiction bakery wizards magic gingerbread,,1
A heartbreaking work of staggering genius,"Dave Eggers, Dion Graham",Cooking,Death; Brothers; Family; Bildungsromans; American Authors; Parents,3.7878788,33.0,2000.0,437.0,9785699210497,OpenLibraryAPI,a heartbreaking work of staggering genius dave eggers dion graham cooking death brothers family bildungsromans american authors parents,,7
On food and cooking,Harold McGee,Cooking,Cookery; Food; Cookbooks; Cuisine; Aliments; Cooking,4.5,8.0,1984.0,684.0,9868508843,OpenLibraryAPI,on food and cooking harold mcgee cooking cookery food cookbooks cuisine aliments cooking,,7
